Date_x,season,HomeTeam_x,AwayTeam_x,FTR,AvgH,AvgD,AvgA,Date_y,HomeTeam_y,AwayTeam_y,home_points_last5,home_gf_last5,home_ga_last5,home_rest_days,away_points_last5,away_gf_last5,away_ga_last5,away_rest_days
2016-01-16,2015/2016,Estoril,Benfica,A,,,,2016-01-16,Estoril,Benfica,5.0,4.0,4.0,6.0,13.0,14.0,2.0,5.0
2016-01-16,2015/2016,Maritimo,Uniao Madeira,A,,,,2016-01-16,Maritimo,Uniao Madeira,7.0,11.0,15.0,6.0,7.0,3.0,4.0,6.0
2016-01-17,2015/2016,Arouca,Moreirense,A,,,,2016-01-17,Arouca,Moreirense,8.0,10.0,8.0,8.0,6.0,10.0,12.0,7.0
2016-01-17,2015/2016,Guimaraes,Porto,H,,,,2016-01-17,Guimaraes,Porto,7.0,10.0,10.0,8.0,10.0,11.0,5.0,7.0
2016-01-17,2015/2016,Nacional,Sp Braga,A,,,,2016-01-17,Nacional,Sp Braga,2.0,6.0,12.0,6.0,8.0,8.0,5.0,7.0
2016-01-17,2015/2016,Rio Ave,Belenenses,A,,,,2016-01-17,Rio Ave,Belenenses,7.0,8.0,8.0,7.0,5.0,8.0,10.0,7.0
2016-01-18,2015/2016,Boavista,Setubal,H,,,,2016-01-18,Boavista,Setubal,1.0,1.0,11.0,8.0,4.0,7.0,14.0,7.0
2016-01-22,2015/2016,Setubal,Academica,H,,,,2016-01-22,Setubal,Academica,4.0,5.0,14.0,4.0,7.0,7.0,9.0,6.0
2016-01-23,2015/2016,Benfica,Arouca,H,,,,2016-01-23,Benfica,Arouca,15.0,16.0,3.0,7.0,8.0,10.0,7.0,6.0
2016-01-23,2015/2016,Moreirense,Estoril,A,,,,2016-01-23,Moreirense,Estoril,9.0,11.0,10.0,6.0,4.0,4.0,5.0,7.0
2016-01-23,2015/2016,Pacos Ferreira,Sp Lisbon,A,,,,2016-01-23,Pacos Ferreira,Sp Lisbon,9.0,8.0,5.0,7.0,10.0,13.0,5.0,8.0
2016-01-23,2015/2016,Uniao Madeira,Nacional,H,,,,2016-01-23,Uniao Madeira,Nacional,9.0,4.0,4.0,7.0,2.0,7.0,13.0,6.0
2016-01-24,2015/2016,Belenenses,Guimaraes,D,,,,2016-01-24,Belenenses,Guimaraes,8.0,7.0,7.0,7.0,10.0,8.0,6.0,7.0
2016-01-24,2015/2016,Porto,Maritimo,H,,,,2016-01-24,Porto,Maritimo,7.0,9.0,5.0,7.0,4.0,7.0,13.0,8.0
2016-01-24,2015/2016,Sp Braga,Rio Ave,H,,,,2016-01-24,Sp Braga,Rio Ave,8.0,10.0,7.0,7.0,4.0,6.0,9.0,7.0
2016-01-25,2015/2016,Tondela,Boavista,A,,,,2016-01-25,Tondela,Boavista,4.0,7.0,11.0,10.0,3.0,4.0,10.0,7.0
2016-01-29,2015/2016,Guimaraes,Uniao Madeira,H,,,,2016-01-29,Guimaraes,Uniao Madeira,8.0,10.0,9.0,5.0,9.0,6.0,4.0,6.0
2016-01-30,2015/2016,Estoril,Porto,A,,,,2016-01-30,Estoril,Porto,7.0,7.0,5.0,7.0,7.0,7.0,4.0,6.0
2016-01-30,2015/2016,Sp Lisbon,Academica,H,,,,2016-01-30,Sp Lisbon,Academica,13.0,16.0,5.0,7.0,7.0,7.0,8.0,8.0
2016-01-31,2015/2016,Arouca,Pacos Ferreira,D,,,,2016-01-31,Arouca,Pacos Ferreira,5.0,7.0,9.0,8.0,8.0,8.0,7.0,8.0
2016-01-31,2015/2016,Boavista,Sp Braga,D,,,,2016-01-31,Boavista,Sp Braga,6.0,6.0,10.0,6.0,10.0,14.0,7.0,7.0
2016-01-31,2015/2016,Moreirense,Benfica,A,,,,2016-01-31,Moreirense,Benfica,6.0,10.0,13.0,8.0,15.0,16.0,3.0,8.0
2016-01-31,2015/2016,Nacional,Tondela,H,,,,2016-01-31,Nacional,Tondela,2.0,7.0,14.0,8.0,4.0,7.0,10.0,6.0
2016-01-31,2015/2016,Rio Ave,Setubal,H,,,,2016-01-31,Rio Ave,Setubal,4.0,6.0,11.0,7.0,4.0,4.0,14.0,9.0
2016-02-01,2015/2016,Maritimo,Belenenses,A,,,,2016-02-01,Maritimo,Belenenses,4.0,6.0,10.0,8.0,6.0,9.0,10.0,8.0
2016-02-05,2015/2016,Belenenses,Benfica,A,,,,2016-02-05,Belenenses,Benfica,8.0,9.0,9.0,4.0,15.0,19.0,4.0,5.0
2016-02-06,2015/2016,Setubal,Maritimo,D,,,,2016-02-06,Setubal,Maritimo,3.0,4.0,15.0,6.0,3.0,6.0,11.0,5.0
2016-02-06,2015/2016,Tondela,Guimaraes,D,,,,2016-02-06,Tondela,Guimaraes,1.0,5.0,11.0,6.0,11.0,13.0,9.0,8.0
2016-02-07,2015/2016,Academica,Nacional,D,,,,2016-02-07,Academica,Nacional,4.0,6.0,10.0,8.0,4.0,8.0,13.0,7.0
2016-02-07,2015/2016,Pacos Ferreira,Boavista,A,,,,2016-02-07,Pacos Ferreira,Boavista,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0
2016-02-07,2015/2016,Porto,Arouca,A,,,,2016-02-07,Porto,Arouca,10.0,10.0,3.0,8.0,5.0,7.0,9.0,7.0
2016-02-07,2015/2016,Uniao Madeira,Moreirense,A,,,,2016-02-07,Uniao Madeira,Moreirense,9.0,6.0,4.0,9.0,3.0,8.0,17.0,7.0
2016-02-08,2015/2016,Sp Braga,Estoril,H,,,,2016-02-08,Sp Braga,Estoril,10.0,13.0,6.0,8.0,6.0,7.0,7.0,9.0
2016-02-08,2015/2016,Sp Lisbon,Rio Ave,D,,,,2016-02-08,Sp Lisbon,Rio Ave,13.0,17.0,7.0,9.0,7.0,6.0,9.0,8.0
2016-02-12,2015/2016,Benfica,Porto,A,,,,2016-02-12,Benfica,Porto,15.0,18.0,4.0,7.0,9.0,10.0,4.0,5.0
2016-02-13,2015/2016,Guimaraes,Setubal,D,,,,2016-02-13,Guimaraes,Setubal,9.0,10.0,7.0,7.0,4.0,5.0,10.0,7.0
2016-02-13,2015/2016,Moreirense,Belenenses,A,,,,2016-02-13,Moreirense,Belenenses,6.0,6.0,13.0,6.0,7.0,7.0,12.0,8.0
2016-02-13,2015/2016,Nacional,Sp Lisbon,A,,,,2016-02-13,Nacional,Sp Lisbon,4.0,8.0,13.0,6.0,11.0,11.0,7.0,5.0
2016-02-14,2015/2016,Arouca,Uniao Madeira,H,,,,2016-02-14,Arouca,Uniao Madeira,5.0,8.0,10.0,7.0,6.0,5.0,5.0,7.0
2016-02-14,2015/2016,Boavista,Academica,D,,,,2016-02-14,Boavista,Academica,10.0,7.0,6.0,7.0,5.0,8.0,9.0,7.0
2016-02-14,2015/2016,Estoril,Tondela,H,,,,2016-02-14,Estoril,Tondela,6.0,7.0,8.0,6.0,2.0,6.0,10.0,8.0
2016-02-14,2015/2016,Maritimo,Sp Braga,A,,,,2016-02-14,Maritimo,Sp Braga,4.0,7.0,6.0,8.0,10.0,12.0,6.0,6.0
2016-02-15,2015/2016,Rio Ave,Pacos Ferreira,D,,,,2016-02-15,Rio Ave,Pacos Ferreira,7.0,5.0,8.0,7.0,5.0,6.0,8.0,8.0
2016-02-19,2015/2016,Uniao Madeira,Estoril,D,,,,2016-02-19,Uniao Madeira,Estoril,6.0,5.0,7.0,5.0,6.0,7.0,9.0,5.0
2016-02-20,2015/2016,Academica,Rio Ave,A,,,,2016-02-20,Academica,Rio Ave,3.0,6.0,8.0,6.0,5.0,5.0,9.0,5.0
2016-02-20,2015/2016,Pacos Ferreira,Benfica,A,,,,2016-02-20,Pacos Ferreira,Benfica,3.0,5.0,8.0,5.0,12.0,15.0,5.0,8.0
2016-02-21,2015/2016,Belenenses,Arouca,A,,,,2016-02-21,Belenenses,Arouca,10.0,10.0,12.0,8.0,7.0,9.0,8.0,7.0
2016-02-21,2015/2016,Porto,Moreirense,H,,,,2016-02-21,Porto,Moreirense,9.0,7.0,5.0,9.0,6.0,7.0,11.0,8.0
2016-02-21,2015/2016,Setubal,Nacional,D,,,,2016-02-21,Setubal,Nacional,5.0,6.0,10.0,8.0,4.0,7.0,13.0,8.0
2016-02-21,2015/2016,Sp Braga,Guimaraes,D,,,,2016-02-21,Sp Braga,Guimaraes,13.0,13.0,4.0,7.0,9.0,10.0,7.0,8.0
2016-02-21,2015/2016,Tondela,Maritimo,A,,,,2016-02-21,Tondela,Maritimo,2.0,6.0,10.0,7.0,1.0,3.0,8.0,7.0
2016-02-22,2015/2016,Sp Lisbon,Boavista,H,,,,2016-02-22,Sp Lisbon,Boavista,11.0,12.0,5.0,9.0,11.0,7.0,1.0,8.0
2016-02-26,2015/2016,Nacional,Pacos Ferreira,H,,,,2016-02-26,Nacional,Pacos Ferreira,5.0,6.0,11.0,5.0,2.0,5.0,10.0,6.0
2016-02-27,2015/2016,Arouca,Sp Braga,D,,,,2016-02-27,Arouca,Sp Braga,10.0,10.0,6.0,6.0,11.0,13.0,5.0,6.0
2016-02-27,2015/2016,Boavista,Rio Ave,A,,,,2016-02-27,Boavista,Rio Ave,8.0,3.0,3.0,5.0,8.0,6.0,7.0,7.0
2016-02-27,2015/2016,Estoril,Setubal,H,,,,2016-02-27,Estoril,Setubal,7.0,7.0,8.0,8.0,6.0,7.0,7.0,6.0
2016-02-28,2015/2016,Belenenses,Porto,A,,,,2016-02-28,Belenenses,Porto,7.0,8.0,13.0,7.0,12.0,10.0,6.0,7.0
2016-02-28,2015/2016,Maritimo,Academica,H,,,,2016-02-28,Maritimo,Academica,4.0,7.0,10.0,7.0,2.0,5.0,9.0,8.0
2016-02-28,2015/2016,Moreirense,Tondela,A,,,,2016-02-28,Moreirense,Tondela,3.0,7.0,13.0,7.0,1.0,7.0,12.0,7.0
2016-02-29,2015/2016,Benfica,Uniao Madeira,H,,,,2016-02-29,Benfica,Uniao Madeira,12.0,16.0,5.0,9.0,4.0,5.0,8.0,10.0
2016-02-29,2015/2016,Guimaraes,Sp Lisbon,D,,,,2016-02-29,Guimaraes,Sp Lisbon,7.0,12.0,10.0,8.0,13.0,12.0,3.0,7.0
2016-03-04,2015/2016,Pacos Ferreira,Maritimo,D,,,,2016-03-04,Pacos Ferreira,Maritimo,2.0,4.0,10.0,7.0,7.0,8.0,9.0,5.0
2016-03-05,2015/2016,Sp Lisbon,Benfica,A,,,,2016-03-05,Sp Lisbon,Benfica,11.0,9.0,2.0,5.0,12.0,15.0,4.0,5.0
2016-03-06,2015/2016,Academica,Guimaraes,H,,,,2016-03-06,Academica,Guimaraes,2.0,4.0,8.0,7.0,7.0,9.0,7.0,6.0
2016-03-06,2015/2016,Boavista,Nacional,A,,,,2016-03-06,Boavista,Nacional,5.0,2.0,4.0,8.0,8.0,9.0,8.0,9.0
2016-03-06,2015/2016,Setubal,Moreirense,A,,,,2016-03-06,Setubal,Moreirense,3.0,5.0,9.0,8.0,3.0,7.0,12.0,7.0
2016-03-06,2015/2016,Sp Braga,Porto,H,,,,2016-03-06,Sp Braga,Porto,9.0,8.0,4.0,8.0,12.0,11.0,7.0,7.0
2016-03-06,2015/2016,Tondela,Arouca,A,,,,2016-03-06,Tondela,Arouca,4.0,8.0,11.0,7.0,11.0,9.0,3.0,8.0
2016-03-06,2015/2016,Uniao Madeira,Belenenses,D,,,,2016-03-06,Uniao Madeira,Belenenses,1.0,2.0,10.0,6.0,6.0,6.0,12.0,7.0
2016-03-07,2015/2016,Rio Ave,Estoril,A,,,,2016-03-07,Rio Ave,Estoril,11.0,7.0,3.0,9.0,7.0,7.0,7.0,9.0
2016-03-11,2015/2016,Maritimo,Boavista,A,,,,2016-03-11,Maritimo,Boavista,8.0,9.0,9.0,7.0,4.0,2.0,5.0,5.0
2016-03-12,2015/2016,Estoril,Sp Lisbon,A,,,,2016-03-12,Estoril,Sp Lisbon,10.0,9.0,5.0,5.0,8.0,6.0,1.0,7.0
2016-03-12,2015/2016,Porto,Uniao Madeira,H,,,,2016-03-12,Porto,Uniao Madeira,9.0,9.0,9.0,6.0,2.0,1.0,7.0,6.0
2016-03-13,2015/2016,Arouca,Setubal,H,,,,2016-03-13,Arouca,Setubal,13.0,8.0,1.0,7.0,3.0,4.0,8.0,7.0
2016-03-13,2015/2016,Belenenses,Sp Braga,H,,,,2016-03-13,Belenenses,Sp Braga,4.0,4.0,11.0,7.0,11.0,11.0,5.0,7.0
2016-03-13,2015/2016,Guimaraes,Pacos Ferreira,A,,,,2016-03-13,Guimaraes,Pacos Ferreira,4.0,6.0,8.0,7.0,2.0,4.0,10.0,9.0
2016-03-13,2015/2016,Moreirense,Academica,D,,,,2016-03-13,Moreirense,Academica,6.0,7.0,8.0,7.0,5.0,4.0,5.0,7.0
2016-03-13,2015/2016,Nacional,Rio Ave,H,,,,2016-03-13,Nacional,Rio Ave,8.0,7.0,7.0,7.0,8.0,6.0,5.0,6.0
2016-03-14,2015/2016,Benfica,Tondela,H,,,,2016-03-14,Benfica,Tondela,12.0,12.0,3.0,9.0,4.0,7.0,9.0,8.0
2016-03-18,2015/2016,Rio Ave,Maritimo,H,,,,2016-03-18,Rio Ave,Maritimo,7.0,6.0,6.0,5.0,7.0,8.0,11.0,7.0
2016-03-19,2015/2016,Setubal,Porto,A,,,,2016-03-19,Setubal,Porto,2.0,3.0,8.0,6.0,12.0,11.0,9.0,7.0
2016-03-19,2015/2016,Sp Lisbon,Arouca,H,,,,2016-03-19,Sp Lisbon,Arouca,10.0,8.0,2.0,7.0,13.0,7.0,0.0,6.0
2016-03-20,2015/2016,Academica,Estoril,A,,,,2016-03-20,Academica,Estoril,5.0,4.0,5.0,7.0,10.0,10.0,5.0,8.0
2016-03-20,2015/2016,Boavista,Benfica,A,,,,2016-03-20,Boavista,Benfica,4.0,4.0,5.0,9.0,12.0,11.0,4.0,6.0
2016-03-20,2015/2016,Nacional,Guimaraes,H,,,,2016-03-20,Nacional,Guimaraes,10.0,6.0,5.0,7.0,3.0,5.0,8.0,7.0
2016-03-20,2015/2016,Pacos Ferreira,Moreirense,D,,,,2016-03-20,Pacos Ferreira,Moreirense,5.0,5.0,9.0,7.0,4.0,8.0,10.0,7.0
2016-03-20,2015/2016,Sp Braga,Uniao Madeira,H,,,,2016-03-20,Sp Braga,Uniao Madeira,8.0,9.0,8.0,7.0,2.0,3.0,9.0,8.0
2016-03-20,2015/2016,Tondela,Belenenses,D,,,,2016-03-20,Tondela,Belenenses,3.0,7.0,12.0,6.0,7.0,7.0,6.0,7.0
2016-04-01,2015/2016,Benfica,Sp Braga,H,,,,2016-04-01,Benfica,Sp Braga,15.0,11.0,2.0,12.0,8.0,8.0,7.0,12.0
2016-04-02,2015/2016,Arouca,Academica,H,,,,2016-04-02,Arouca,Academica,10.0,5.0,5.0,14.0,4.0,4.0,8.0,13.0
2016-04-02,2015/2016,Guimaraes,Boavista,D,,,,2016-04-02,Guimaraes,Boavista,2.0,5.0,9.0,13.0,3.0,4.0,6.0,13.0
2016-04-02,2015/2016,Maritimo,Nacional,H,,,,2016-04-02,Maritimo,Nacional,7.0,7.0,9.0,15.0,13.0,9.0,3.0,13.0
2016-04-03,2015/2016,Estoril,Pacos Ferreira,H,,,,2016-04-03,Estoril,Pacos Ferreira,10.0,11.0,4.0,14.0,5.0,4.0,8.0,14.0
2016-04-03,2015/2016,Moreirense,Rio Ave,A,,,,2016-04-03,Moreirense,Rio Ave,5.0,6.0,7.0,14.0,9.0,6.0,5.0,16.0
2016-04-03,2015/2016,Uniao Madeira,Setubal,D,,,,2016-04-03,Uniao Madeira,Setubal,2.0,3.0,8.0,14.0,1.0,1.0,7.0,15.0
2016-04-04,2015/2016,Belenenses,Sp Lisbon,A,,,,2016-04-04,Belenenses,Sp Lisbon,5.0,6.0,6.0,15.0,10.0,9.0,3.0,16.0
2016-04-04,2015/2016,Porto,Tondela,A,,,,2016-04-04,Porto,Tondela,12.0,10.0,8.0,16.0,4.0,8.0,12.0,15.0
2016-04-08,2015/2016,Boavista,Arouca,D,,,,2016-04-08,Boavista,Arouca,4.0,5.0,5.0,6.0,10.0,6.0,7.0,6.0
2016-04-09,2015/2016,Academica,Benfica,A,,,,2016-04-09,Academica,Benfica,4.0,6.0,9.0,7.0,15.0,13.0,2.0,8.0
2016-04-09,2015/2016,Sp Lisbon,Maritimo,H,,,,2016-04-09,Sp Lisbon,Maritimo,10.0,12.0,5.0,5.0,7.0,5.0,6.0,7.0
2016-04-10,2015/2016,Nacional,Estoril,H,,,,2016-04-10,Nacional,Estoril,12.0,8.0,4.0,8.0,12.0,11.0,3.0,7.0
2016-04-10,2015/2016,Pacos Ferreira,Porto,H,,,,2016-04-10,Pacos Ferreira,Porto,5.0,3.0,6.0,7.0,9.0,7.0,7.0,6.0
2016-04-10,2015/2016,Setubal,Belenenses,A,,,,2016-04-10,Setubal,Belenenses,1.0,2.0,8.0,7.0,5.0,8.0,9.0,6.0
2016-04-10,2015/2016,Sp Braga,Moreirense,D,,,,2016-04-10,Sp Braga,Moreirense,7.0,6.0,9.0,9.0,5.0,4.0,5.0,7.0
2016-04-10,2015/2016,Tondela,Uniao Madeira,H,,,,2016-04-10,Tondela,Uniao Madeira,7.0,6.0,8.0,6.0,2.0,4.0,9.0,7.0
2016-04-11,2015/2016,Rio Ave,Guimaraes,H,,,,2016-04-11,Rio Ave,Guimaraes,9.0,5.0,5.0,8.0,2.0,3.0,7.0,9.0
2016-04-16,2015/2016,Arouca,Rio Ave,D,,,,2016-04-16,Arouca,Rio Ave,10.0,6.0,7.0,8.0,9.0,5.0,4.0,5.0
2016-04-16,2015/2016,Estoril,Boavista,H,,,,2016-04-16,Estoril,Boavista,9.0,9.0,7.0,6.0,5.0,4.0,3.0,8.0
2016-04-16,2015/2016,Moreirense,Sp Lisbon,A,,,,2016-04-16,Moreirense,Sp Lisbon,6.0,4.0,4.0,6.0,12.0,15.0,6.0,7.0
2016-04-17,2015/2016,Belenenses,Academica,D,,,,2016-04-17,Belenenses,Academica,8.0,8.0,7.0,7.0,4.0,7.0,10.0,8.0
2016-04-17,2015/2016,Maritimo,Guimaraes,H,,,,2016-04-17,Maritimo,Guimaraes,4.0,5.0,9.0,8.0,1.0,3.0,9.0,6.0
2016-04-17,2015/2016,Porto,Nacional,H,,,,2016-04-17,Porto,Nacional,6.0,5.0,7.0,7.0,12.0,9.0,5.0,7.0
2016-04-17,2015/2016,Uniao Madeira,Pacos Ferreira,A,,,,2016-04-17,Uniao Madeira,Pacos Ferreira,2.0,4.0,8.0,7.0,8.0,4.0,3.0,7.0
2016-04-18,2015/2016,Benfica,Setubal,H,,,,2016-04-18,Benfica,Setubal,15.0,13.0,3.0,9.0,1.0,2.0,6.0,8.0
2016-04-18,2015/2016,Sp Braga,Tondela,H,,,,2016-04-18,Sp Braga,Tondela,7.0,7.0,10.0,8.0,7.0,5.0,7.0,8.0
2016-04-22,2015/2016,Boavista,Belenenses,H,,,,2016-04-22,Boavista,Belenenses,5.0,4.0,3.0,6.0,8.0,9.0,8.0,5.0
2016-04-23,2015/2016,Academica,Porto,A,,,,2016-04-23,Academica,Porto,2.0,6.0,11.0,6.0,9.0,8.0,4.0,6.0
2016-04-23,2015/2016,Pacos Ferreira,Sp Braga,H,,,,2016-04-23,Pacos Ferreira,Sp Braga,10.0,6.0,4.0,6.0,7.0,7.0,9.0,5.0
2016-04-23,2015/2016,Sp Lisbon,Uniao Madeira,H,,,,2016-04-23,Sp Lisbon,Uniao Madeira,15.0,16.0,5.0,7.0,1.0,7.0,12.0,6.0
2016-04-24,2015/2016,Guimaraes,Estoril,D,,,,2016-04-24,Guimaraes,Estoril,1.0,3.0,10.0,7.0,9.0,7.0,6.0,8.0
2016-04-24,2015/2016,Maritimo,Arouca,A,,,,2016-04-24,Maritimo,Arouca,6.0,6.0,7.0,7.0,8.0,5.0,7.0,8.0
2016-04-24,2015/2016,Nacional,Moreirense,A,,,,2016-04-24,Nacional,Moreirense,9.0,8.0,9.0,7.0,3.0,3.0,5.0,8.0
2016-04-24,2015/2016,Rio Ave,Benfica,A,,,,2016-04-24,Rio Ave,Benfica,10.0,4.0,1.0,8.0,15.0,14.0,4.0,6.0
2016-04-24,2015/2016,Setubal,Tondela,A,,,,2016-04-24,Setubal,Tondela,1.0,3.0,7.0,6.0,7.0,5.0,9.0,6.0
2016-04-29,2015/2016,Benfica,Guimaraes,H,,,,2016-04-29,Benfica,Guimaraes,15.0,11.0,3.0,5.0,2.0,4.0,10.0,5.0
2016-04-29,2015/2016,Sp Braga,Setubal,H,,,,2016-04-29,Sp Braga,Setubal,7.0,7.0,7.0,6.0,1.0,3.0,7.0,5.0
2016-04-30,2015/2016,Belenenses,Pacos Ferreira,A,,,,2016-04-30,Belenenses,Pacos Ferreira,5.0,6.0,9.0,8.0,10.0,6.0,4.0,7.0
2016-04-30,2015/2016,Porto,Sp Lisbon,A,,,,2016-04-30,Porto,Sp Lisbon,9.0,7.0,3.0,7.0,15.0,16.0,4.0,7.0
2016-04-30,2015/2016,Tondela,Rio Ave,D,,,,2016-04-30,Tondela,Rio Ave,10.0,5.0,5.0,6.0,10.0,4.0,1.0,6.0
2016-05-01,2015/2016,Arouca,Nacional,H,,,,2016-05-01,Arouca,Nacional,8.0,6.0,8.0,7.0,6.0,7.0,10.0,7.0
2016-05-01,2015/2016,Estoril,Maritimo,H,,,,2016-05-01,Estoril,Maritimo,10.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0
2016-05-01,2015/2016,Moreirense,Boavista,D,,,,2016-05-01,Moreirense,Boavista,5.0,2.0,3.0,7.0,5.0,2.0,3.0,9.0
2016-05-01,2015/2016,Uniao Madeira,Academica,H,,,,2016-05-01,Uniao Madeira,Academica,1.0,5.0,11.0,8.0,1.0,5.0,11.0,8.0
2016-05-06,2015/2016,Pacos Ferreira,Tondela,A,,,,2016-05-06,Pacos Ferreira,Tondela,12.0,8.0,4.0,6.0,10.0,4.0,4.0,6.0
2016-05-07,2015/2016,Academica,Sp Braga,D,,,,2016-05-07,Academica,Sp Braga,1.0,6.0,11.0,6.0,7.0,8.0,9.0,8.0
2016-05-07,2015/2016,Rio Ave,Porto,A,,,,2016-05-07,Rio Ave,Porto,8.0,4.0,2.0,7.0,6.0,7.0,6.0,7.0
2016-05-07,2015/2016,Sp Lisbon,Setubal,H,,,,2016-05-07,Sp Lisbon,Setubal,15.0,14.0,4.0,7.0,1.0,5.0,9.0,8.0
2016-05-08,2015/2016,Boavista,Uniao Madeira,H,,,,2016-05-08,Boavista,Uniao Madeira,6.0,3.0,3.0,7.0,4.0,8.0,10.0,7.0
2016-05-08,2015/2016,Guimaraes,Moreirense,H,,,,2016-05-08,Guimaraes,Moreirense,2.0,2.0,8.0,9.0,5.0,3.0,4.0,7.0
2016-05-08,2015/2016,Maritimo,Benfica,A,,,,2016-05-08,Maritimo,Benfica,6.0,8.0,7.0,7.0,15.0,11.0,3.0,9.0
2016-05-08,2015/2016,Nacional,Belenenses,D,,,,2016-05-08,Nacional,Belenenses,3.0,4.0,11.0,7.0,4.0,4.0,9.0,8.0
2016-05-09,2015/2016,Estoril,Arouca,D,,,,2016-05-09,Estoril,Arouca,10.0,6.0,6.0,8.0,11.0,8.0,3.0,8.0
2016-05-14,2015/2016,Arouca,Guimaraes,D,,,,2016-05-14,Arouca,Guimaraes,9.0,6.0,2.0,5.0,4.0,5.0,8.0,6.0
2016-05-14,2015/2016,Belenenses,Estoril,H,,,,2016-05-14,Belenenses,Estoril,5.0,4.0,6.0,6.0,8.0,6.0,7.0,5.0
2016-05-14,2015/2016,Porto,Boavista,H,,,,2016-05-14,Porto,Boavista,9.0,10.0,6.0,7.0,8.0,3.0,2.0,6.0
2016-05-14,2015/2016,Setubal,Pacos Ferreira,D,,,,2016-05-14,Setubal,Pacos Ferreira,0.0,3.0,12.0,7.0,12.0,9.0,7.0,8.0
2016-05-14,2015/2016,Tondela,Academica,H,,,,2016-05-14,Tondela,Academica,10.0,7.0,5.0,8.0,2.0,4.0,8.0,7.0
2016-05-14,2015/2016,Uniao Madeira,Rio Ave,A,,,,2016-05-14,Uniao Madeira,Rio Ave,3.0,6.0,9.0,6.0,5.0,4.0,5.0,7.0
2016-05-15,2015/2016,Benfica,Nacional,H,,,,2016-05-15,Benfica,Nacional,15.0,8.0,2.0,7.0,4.0,6.0,11.0,7.0
2016-05-15,2015/2016,Moreirense,Maritimo,H,,,,2016-05-15,Moreirense,Maritimo,5.0,4.0,7.0,7.0,3.0,6.0,9.0,7.0
2016-05-15,2015/2016,Sp Braga,Sp Lisbon,A,,,,2016-05-15,Sp Braga,Sp Lisbon,8.0,7.0,4.0,8.0,15.0,14.0,2.0,8.0
2016-08-12,2016/2017,Rio Ave,Porto,A,,,,2016-08-12,Rio Ave,Porto,5.0,4.0,6.0,90.0,12.0,14.0,5.0,90.0
2016-08-13,2016/2017,Moreirense,Pacos Ferreira,D,,,,2016-08-13,Moreirense,Pacos Ferreira,7.0,5.0,7.0,90.0,10.0,8.0,7.0,91.0
2016-08-13,2016/2017,Sp Lisbon,Maritimo,H,,,,2016-08-13,Sp Lisbon,Maritimo,15.0,15.0,1.0,90.0,3.0,6.0,8.0,90.0
2016-08-13,2016/2017,Tondela,Benfica,A,,,,2016-08-13,Tondela,Benfica,10.0,8.0,5.0,91.0,15.0,10.0,2.0,90.0
2016-08-14,2016/2017,Boavista,Arouca,H,,,,2016-08-14,Boavista,Arouca,7.0,3.0,6.0,92.0,9.0,8.0,4.0,92.0
2016-08-14,2016/2017,Guimaraes,Sp Braga,A,,,,2016-08-14,Guimaraes,Sp Braga,5.0,7.0,8.0,92.0,7.0,6.0,7.0,91.0
2016-08-14,2016/2017,Setubal,Belenenses,H,,,,2016-08-14,Setubal,Belenenses,1.0,3.0,11.0,92.0,5.0,5.0,7.0,92.0
2016-08-15,2016/2017,Estoril,Feirense,A,,,,2016-08-15,Estoril,Feirense,8.0,6.0,5.0,93.0,,,,7.0
2016-08-19,2016/2017,Belenenses,Boavista,D,,,,2016-08-19,Belenenses,Boavista,4.0,4.0,8.0,5.0,10.0,5.0,5.0,5.0
2016-08-20,2016/2017,Chaves,Tondela,D,,,,2016-08-20,Chaves,Tondela,,,,7.0,10.0,8.0,4.0,7.0
2016-08-20,2016/2017,Maritimo,Guimaraes,A,,,,2016-08-20,Maritimo,Guimaraes,0.0,3.0,10.0,7.0,5.0,7.0,6.0,6.0
2016-08-20,2016/2017,Pacos Ferreira,Sp Lisbon,A,,,,2016-08-20,Pacos Ferreira,Sp Lisbon,8.0,5.0,5.0,7.0,15.0,16.0,1.0,7.0
2016-08-20,2016/2017,Porto,Estoril,H,,,,2016-08-20,Porto,Estoril,12.0,13.0,6.0,8.0,5.0,5.0,7.0,5.0
2016-08-21,2016/2017,Arouca,Nacional,H,,,,2016-08-21,Arouca,Nacional,8.0,8.0,6.0,7.0,1.0,3.0,14.0,98.0
2016-08-21,2016/2017,Benfica,Setubal,D,,,,2016-08-21,Benfica,Setubal,15.0,10.0,1.0,8.0,4.0,4.0,9.0,7.0
2016-08-21,2016/2017,Feirense,Moreirense,A,,,,2016-08-21,Feirense,Moreirense,3.0,2.0,0.0,6.0,8.0,6.0,7.0,8.0
2016-08-22,2016/2017,Sp Braga,Rio Ave,D,,,,2016-08-22,Sp Braga,Rio Ave,7.0,4.0,7.0,8.0,4.0,5.0,9.0,10.0
2016-08-26,2016/2017,Guimaraes,Pacos Ferreira,H,,,,2016-08-26,Guimaraes,Pacos Ferreira,7.0,8.0,5.0,6.0,5.0,4.0,6.0,6.0
2016-08-27,2016/2017,Estoril,Sp Braga,A,,,,2016-08-27,Estoril,Sp Braga,4.0,4.0,7.0,7.0,8.0,5.0,7.0,5.0
